Review Text,Review Title,ReviewRating,Review Stars
"I am not usually a heavy drinker, but I've recently lost track of the number of cocktails I've had at the holiday parties.  Taking Thrive+ before I went to bed is the next best thing to not drinking at all.  I have yet to have any ill effects the day after drinking having used Thrive+.  I would highly recommend it.  I'm so excited about it, I'm going to get my next bottle asap for safe keeping!",Great Product!,no rating,5.0 out of 5 stars
"I really like red wine and these pills allow me to drink a few glasses without feeling like crap the next day. I've found that just 2 pills work well for me and if I drink way too much, I'll pop 3 just to be safe. Most mornings after taking these, I feel just fine. If you do go completely crazy, the hangover will still be there, but these definitely reduce the severity.",Best hangover pills I've tried,no rating,5.0 out of 5 stars
"I was very happy to discover that these pills do make a difference the next day. I have taken them on vacation where we drink heavily and I can actually get up the next day and can continue to go sightseeing or visit more establishments! Is it a miracle cure? No, but I would say definitely help lessen any hangover effects I normally have.",Really works!,One person found this helpful,5.0 out of 5 stars
"Does not appear to have any impact after a few glasses of wine.  Nicely packaged and promoted, but still hungover.  I think the only real hangover cure, especially as you get older, is to not drink to excess.  I give up on a silver bullet.",Didn't work for me or my wife,no rating,2.0 out of 5 stars
I LOVE this product. We ordered it in preparation for our New Year’s Eve party. I had a whole bottle of champagne to myself I’m sure. If I had not taken these capsules before bed I would have woken up with a terrible hangover. I get hungover so easily so it was a pleasant surprise I woke up feeling great! I even went to the gym that day.No nausea no headaches! Highly recommended.,IT REALLY WORKS,no rating,5.0 out of 5 stars
"I just ordered my second bottle of Thrive (love the packaging!). This definitely makes a difference to how I feel the day after a few too many wines. Usually I’ll experience a headache, nausea and just general grogginess but if I take Thrive before bed, the worst I experience the next day is just feeling a little tired from lack of sleep. Definitely my secret weapon if I occasionally overdo it.",Ordered again,One person found this helpful,5.0 out of 5 stars
"I definitely notice a difference in my hangovers when I take this product. I use one capsule for light drinking, or two capsules plus the oral rehydration drink with heavier drinking. If I forget to take it before bed, my hangovers lay me out for the whole next day, even if I drank a lot of water. With this, I notice that I'm not completely useless the next day. Some coffee and an ibuprofen and I can go about my day fairly normal. I've bought several bottles and I just bought another one for my trip to Mexico where we will be doing a lot of drinking. I've tried other products like charcoal and milk thistle, but none work as well as this.",It Works,no rating,5.0 out of 5 stars
"You receive very little product. I’m not usually a drinker, but had one glass of exceptional wine. I took the recommended dosage before bed and I could feel the effects of the wine in the morning. Just take Milk Thistle to protect the liver.",Not a lot of product for the price,3 people found this helpful,1.0 out of 5 stars
"My hangovers are usually pretty brutal, but only consist of nausea. I N E V E R throw up, never have, from drinking or a hangover, until I took this. I took 3 after a night out before bed just like it says, and when I woke up I had a pounding headache and I just puked my guts out. Not happy.",Made it much worse,no rating,1.0 out of 5 stars
"I compared this directly with DrinkWel and the results were astonishingly different. DrinkWel performed much better and had no packaging and no fuss. This product claimed that it uses 50% of its packaging from reused and recycled materials, but the amount of useless packaging for the presentation was ridiculous. It took me about three whole minutes to get through all the packaging just to get to the jar. It just feels like I’m paying For a ton of marketing.",Not as great as advertised. Lots of packaging.,One person found this helpful,2.0 out of 5 stars
"I purchased this item roughly 3 weeks ago and have used it on multiple occasions.  My first time taking it, I had only drank beer and because I am skinny, I took 2 pills.  The following day, I felt refreshed and had absolutely no hangover!  During NYE, I was heavily drinking and so I increased the dose and took 4 pills.  The following day, I again felt great and had no hangover symptoms.  There are no cons to this product.  The taste is fine and the capsules aren't too big to swallow.  I highly recommend this product to everyone who drinks!",Love this!,no rating,5.0 out of 5 stars
"I can’t believe this actually works. Went out out for a friend’s birthday party and drank several drinks and a few shots.  Typically I’m a disaster the next day, feeling awful till the evening..Well, to my surprise I felt like I didn’t even drink... I jumped out of bed feeling great.. this product is amazing!! I hope it work the say way next time","Incredible, no hangover symptoms",no rating,5.0 out of 5 stars
I tried a few hangover drinks and pills lately. I found this one to bet the best in my opinion. If I really drink a lot I still have a little tummy upset the next day but no heavy sweating or a headache are gone. I can think clearly and not too tired.,Works very good!,no rating,5.0 out of 5 stars
I honestly don’t know how this got so highly rated. Bought for my bachelorette party and shared with my friends after a night of partying. Not one of us felt any of the intended effects.,A TOTAL Bachelorette Bust!,7 people found this helpful,1.0 out of 5 stars
"Works surprisingly well! I've always had horrific hangovers, but taking Thrive has made all the difference! If I take 3-4 capsules before bed after consuming alcohol I am not only able to sleep through the night (something I've struggled with after drinking alcohol), but I also wake up feeling like I didn't drink the night before! I bought 1 bottle to test it out, then bought 3 the next time and because I don't want to run out!",Wow!,no rating,5.0 out of 5 stars
"I gave these away. After taking twice for mild hangovers, they seemed to actually induce a headache for me! A headache I couldn’t get rid of for most of the day. I’ll just stick to ibuprofen before bed and a couple glasses of water the night before on those rare occasions I over indulge.",Really wanted this to work :-/,no rating,1.0 out of 5 stars
"Before hearing about Cheers, I used to take pure DHM pills after learning about the DHM research on hangovers. I fell in love with them, because I didn't get the anxiety/feelings of dread the day after drinking pretty hard. It was like a miracle...I switched to Cheers based on the additional things they add to their pills, and I haven't looked back. They work VERY WELL. Also nice that the past few months they've had a minty taste, heh...Unquestionably worth your money if you've ever had a hangover (not just the stomach upset kind, but the anxiety/mental weirdness kind).",Changed my life as a mid-30's male in a big city,no rating,5.0 out of 5 stars
"I've tried this for a month now and just recently started to really notice the cumulative effects. On nights when I drink, I take a few of these Cheers capsules before bed. I wake a lot easier. My body doesn't feel logey and run-down and I have more energy. Before, on those ""day after"" mornings, I had no desire to eat or do much of anything. I feel that I have a better appetite and a desire to get up and get out and do things. Thanks for a great product. Will update as I continue to try this method to get me up and at 'em!","Overall, feeling better entirely",no rating,5.0 out of 5 stars
"I used to suffer from crippling, can’t get it of bed hangovers, since using this I’ve never suffered from those terrible day suckers! You feel like you didn’t drink at all (unless you only had a small amount anyways) but youll be able to make it through your day! I almost always take them whenever I drink - definitely a noticeable improvement",Definitely helps your hangover!,no rating,5.0 out of 5 stars
"Love, love, love Cheers. It makes a huge difference the next day. Sure, if you drink way too much you’ll still be tired, but you won’t have the nausea/headache/dizziness, even after a six glass of wine night (!) You’ll sleep better as well, not just from the positive physical effects but also from knowing you are helping protect your poor lil’ liver! Make sure to drink plenty of water as instructed, and you are golden!",It TOTALLY WORKS!!!,no rating,5.0 out of 5 stars
"This actually can work. I've tried this multiple times and it has either significantly reduced a possible hangover or prevented one altogether. I get hangovers very easily, even from a few drinks so this is a lifesaver. Something of note is this is not a miracle cure. You can't drink seven different types of alcohol in one  evening or day drink into the night and have zero water and expect this to fix you.  My best practice is take three pills at the end of drinking with one full bottle of water. If you think you'll be too drunk to remember to take them (I've been there) leave the bottle on your pillow! I've really liked how this has worked for me.",It really works,no rating,5.0 out of 5 stars
"Everyone’s body will respond differently, of course, but I have had the best luck with this product for those “mornings after.”  You’ll still be tired, but you will feel significantly less headache-y or sick if you’ve had one too many the night before.  The best solution is to drink in moderation but for those times that some of us don’t, this is a great product to have on hand.",Best of the products like this that I’ve tried,no rating,5.0 out of 5 stars
"My dad, brother, and I took these. My brother and I could not sleep after taking them. So ontop of being hungover the next morning, I was SO tired. My dad didn't notice any difference in taking them.",No sleep,no rating,1.0 out of 5 stars
It worked so unbelievably well. I drank 3 bottles of wine and 3 beers and was only slightly tired the next morning (I only got 6 hrs sleep) with a bit of a dehydration headache that went away after drinking plenty of water. I kept waiting for the worst to come and for the anxiousness you start but it never showed up. I would highly recommend to anyone.,Amazing results,no rating,5.0 out of 5 stars
"I ordered a free trial offer a couple weeks ago and just had to get more. This product actually does what it says and works wonders. I took two or three doses after a few different nights out drinking with friends and felt fine the next day - like I had nothing to drink at all! I continue to be amazed by how well this product works - my roommates love it too! Also worth noting, I have not found any negative side effects so far. The ingredients seem safe, natural, and healthy. Again, I cannot recommend this product enough for anyone who likes to drink and have a good time.",Works Great!,no rating,5.0 out of 5 stars
"I purchased these for my daughter and this is her review: These pills are well worth the money. I drank a ton of drinks and mixed a bunch of alcohol and took 3 pills before bed and boom.... no hangover! Never in my life have I found something that works as good as these pills. I shared with my friends and now we’re all hooked! Any time we have an event where we know we’ll probably be getting drunk, we take these pills before bed and viola! No hangovers. I never write reviews but I would be doing a disservice to the public if I didn’t share my feedback. 10/10",Worth every penny,no rating,5.0 out of 5 stars
Did not notice a difference. This may do something for the anxious feeling that some people get from drinking but it 100% did not get rid of my headache. Regular ibuprofen and Tylenol works better for my hangovers.,Not worth it.,no rating,2.0 out of 5 stars
"These seem to work well, there have been a few nights where I took these as directed and woke up with a very mild hangover instead of a ""please kill me now"" type that should have occurred.","IMO, they work!",no rating,5.0 out of 5 stars
This product is absolutely amazing. ever since turning 25 my hangovers became horrendous. I would spend the whole day in bed and nothing I tried helped. somehow I stumbled across Cheers After Alcohol Aide and my hangovers have become a thing of the past! I use it when I get home from a late night out and feel amazing the next day while my friends are hardly hanging on for dear life! Recently I took a trip to Puerto Vallarta and all we did was drink drink drink. I took my cheers bottle with me and NEVER had a day where I felt sick or hungover! I highly recommend this product. and YES I WAS skeptical before trying this. just give it one try!! really works!,Best Thing I never knew I needed!!!,no rating,5.0 out of 5 stars
"This product absolutely works as advertised.  Take 3 caplets before bedtime after drinking and one feels great in the morning.  However, 30 caps per bottle at $35 per bottle - pretty darn expensive.  Might be cheaper options available.....?",This works!!! But - expensive......,One person found this helpful,3.0 out of 5 stars
"I’m not sure what these people in the reviews are talking about. If you drink heavily the night before you are going to pay the price with a hangover. There’s no magic pill. However, these are amazing for a moderate drinking night. I have the worst hangovers known to man. Even with not that much alcohol. I had 3 glasses of wine last night. Typically, after that I would be having a horrible next day. I took 3 of these and I have no hangover at all. Yes, I am very tired. Personally, they made me groggy but that’s nothing that caffeine can’t fix. They worked great for me and I highly recommend them :) Thanks Cheers.",Moderate Drinking!,no rating,5.0 out of 5 stars
"I have tried multiple different products and this is by far the best on the market. I have bounced around to multiple products because none of them have really worked. But then I found Cheers. There is obviously nothing out there that can completely eliminate a hangover, but this is about as close as it comes. If taken as directed, you will definitely notice the difference in the morning. Mental clarity was improved and I didn't have the headache that usually comes with having a few beers the night before. Would highly recommend to anyone who gets hangovers easily.",Best Product Out There,no rating,5.0 out of 5 stars
"Love this product. I’ve bought it the first time on a whim to try it and not expecting much. Used it every time I drank after receiving and it was easy to tell a difference. I get some pretty wicked hangovers, headache and just overall fatigue. Cheers provided me a noticeably better existence the day after drinking a bit too much. No it won’t prevent a hangover 100%, but that’s not what the product is advertising and nothing can do that except not drinking alcohol. As for drinkers who like to indulge, Cheers is the next best thing. I’m on my second bottle and I’ll be a customer for life.",Everything I hoped it’d be.,no rating,5.0 out of 5 stars
"Who knew there was a product for helping hangovers before they even happen! This product and the idea itself is AMAZING. I’m not a crazy drinker but I do like to spend my Saturday nights out with friends, this is great because this helps me feel so good the day after, I can wake up, get my morning coffee, and not feel like I went out the night before :D",The best idea yet!,no rating,5.0 out of 5 stars
Skeptical? Don’t be! This product works! After a one too many night take before bedtime (I have even forgotten and taken the next morning) and the day after effects are drastically diminished or completely taken away. Cheers y’all!,Cheers Y’all,no rating,5.0 out of 5 stars
"I was skeptical, but these are amazing! I usually take one before I start drinking and then 2-3 (depending on how much I've drank) before I go to bed. I'm the type of person that gets crazy hangovers with 2 drinks alone and I'm out the next day with massive headaches and can't function. This stuff is short of miraculous, and I know that it is not screwing up my liver, but helping it process the alcohol better through my body. Also the B Vitamins really help as well. Thanks for an awesome product guys! I'm referring you guys to everyone. ;)",This stuff is short of miraculous!,no rating,5.0 out of 5 stars
"This stuff has not made me feel better ever. I have taken it with two glasses of wine. I’ve taken it after margaritas. I’ve taken it with shots. Every time, I get nauseous, and I sleep horribly. I wake up with a headache every time. Not worth it. The product looks cool and I thought it’d work with the price; however, very disappointed.","Don’t waste your time, money,",no rating,1.0 out of 5 stars
"Thanks to Cheers, I started to enjoy again a glass of wine or a beer during dinner and the my favorite Irish whiskey ! I am in my 50s and a few years ago stop drinking to avoid inevitable headaches the next day.  Cheers restore works for me, I tested it and I am grateful that taking  3 capsules after the last drink I feel great  the next day.  Apart from that, great packaging and quick delivery. Thanks",I enjoy my drinks again,no rating,5.0 out of 5 stars
"We have bought a couple of bottles of Thrive already.  It is a life saver and must have for traveling!  I was pretty skeptical when we bought the first bottle, but we noticed a big difference the morning after taking it.  As we get older, our hangovers get worse and worse.  Taking Thrive after a night of drinking let's us function and have a productive next day.",Life Saver,no rating,5.0 out of 5 stars
"Saw these on Sharktank! These are so cool! Taste a little ""herbaly"" if that makes sense. They are spendy for the amount BUT they work :) worth the price for having no hangover.",These are awesome! Saw them on Sharktank,no rating,5.0 out of 5 stars
Without Cheer’s my hangovers would be 1000x worse. Dosage varies per person and 4 pills works better for me than the recommended 3 pills. Always have it as soon as possible after your last drink. There’s always a substantial difference in my hangovers when I take cheers vs no cheers. I’ve given it to a few of my friends and they wondered why their hangover was way less than before until they remembered I gave them Cheer’s! Now they’re never drinking without Cheer’s! There’s nothing in the world that’ll make you wake up with zero hangovers so you should not expect this to do the same but it does a tremendous job in lessening it to a great degree which I am satisfied with. Highly recommended!,Must have when drinking!,no rating,5.0 out of 5 stars
I am a new mom of 2. I haven’t gone out and partied in forever. I’ve never really been a partier. I went on a bachelorette trip to Miami for a 3 day weekend. We indulged in the dranks all weekend long. Like multiple people blacking out. I was able to make sure they had the recommended dosage and myself. We woke up each day ready for the next round. These are worth every single penny. BUY THEM!!!!! I just bought another package for the wedding because I’m the best groomsmaid ever.,Buy these right now.,no rating,5.0 out of 5 stars
The Thrive + formula was amazing. I would always wake up surprised at how good I felt after several beers. After the same amount of drinking and Cheers is just ok. Not sure why they change something that works so well. Sorry but I dont need a free bottle to give a false 5 star review.  It will definitely be worth my time to look for an alternate after drinking aid.,Not as good as old formula (Thrive +),One person found this helpful,3.0 out of 5 stars
"This is my 2nd bottle, After a night of pounding beers I take only 2 of these and the next day My head is not throbbing and I feel great! A few days ago I was not feeling that great - Sluggish/foggy - when I woke up so I took a few and about 30 mins later I felt great again. So now it's a permanent fixture in our medicine cabinet. Good product that actually works.",This really works even if you take it in the morning.,no rating,5.0 out of 5 stars
The container is neat but if that is what drove the cost up so high then it's definitely unnecessary. This product was not worth the price for me. I maybe feel slightly better than I normally would but I'm still quite struggling today.,Didn't really make a difference.,no rating,3.0 out of 5 stars
I bought these to take with me to Key West for the week to see if it would help at all during my vacation. I'm actually really beyond impressed. There were a few mornings my boyfriend and I definitely should have felt worse than we did. I didn't get one headache all week either. I would definitely recommend these and will purchase again!,HUGE vacation lifesaver!,no rating,5.0 out of 5 stars
"Very effective, almost had to pinch myself, didn't feel groggy or queasy after an evening of UFC and quite a few brews.  I'm hoping the popularity of this after alcohol aid will drive the price down, as much as I love it, it is a bit pricey. Fingers crossed, thank you Thrive and thank you Amazon",Hangover?  What Hangover???,One person found this helpful,5.0 out of 5 stars
"Amazingly, this seems to reduce hangover intensity quite a bit. The only thing is that I feel very thirsty the next day. Perhaps because of the drinking, but it seems that when I take this I can't stop drinking large quantities of water the next day.","Seems to work, but leaves me thirsty",no rating,4.0 out of 5 stars
Have fun at the party cause you got this to take for the hangover.  No hangover the next morning!,Great product!,no rating,5.0 out of 5 stars
"Slept great! No flavor, easy to take before bed and makes a big difference in the morning! Cheers!",Works!,no rating,4.0 out of 5 stars
"This stuff works. I accidentally drank too much on a weeknight while celebrating my friends birthday and woke up at 4 am worried that I was gonna be hungover at work the next day, took these and went back to bed. Woke up at 7:30am feeling fine!",These work!,no rating,5.0 out of 5 stars
the product worked for the instance that i had 8 drinks through the evening and then took it at the end of the last drink as instructed. woke up the next day feeling normal and not hungover. im not crazy about the packaging think its a little overkill to be in the glass bottle and taking 3 capsules at one time is a little much hope maybe it can just be 1 capsule to make it simple but overall great product! wish there was a version that can take the pills beforehand too incase i forgot to take after.,works feel good!,no rating,5.0 out of 5 stars
I have been an avid Thrive/Cheers user for 3 years now. I first started my Sophomore year of college when my mom handed a bottle to me before I set off to move into my new dorm. LET ME TELL YOU this is the literally the BEST thing to happen to alcohol since alcohol- that slogan ain't no LIE.They should have kiosks at bars/clubs because this would sell like hot cakes!!!And their PR is amazing! My package came with so much helpful information and a HAND WRITTEN thank you card. Talk about exemplary customer service.Cheers to CHEERS,Will Continue to Buy Until the Day I Die,One person found this helpful,5.0 out of 5 stars
"This hangover relief product really works if used as directed. When you use it that morning headache, groggy feeling and slow motion day will be gone and you can start your normal day with a smile on your face and pep in your step. Remember to be responsible when drinking. That's what Uber is for. Do not drink and drive. This product is not to encourage or help you when driving after drinking. Be safe out there.",This product really works as opposed to others,no rating,5.0 out of 5 stars
"Upon using Thrive I must say, I was skeptical. I had been out with old friends at a reunion of sorts & had about 4 glasses of wine. After my Uber ride home about 1030pm, I begun to worry about my next day at work. I took 3 capsules before bed, the next morning I was pleasantly surprised to feel rested and no headache. Thank you for this product, you never know when you are gonna have one of those unexpected fun evenings!",Thank you Thrive!,2 people found this helpful,4.0 out of 5 stars
"I’ve only used Cheers for 2-3 nights, but I really believe it works. We enjoy our cocktails every evening and I must say sometimes I wake up “sluggish”. Since Cheers I wake up feeling terrific. Will continue these and start my husband on Cheers as well.",Love this product!,no rating,5.0 out of 5 stars
"This stuff works. I usually take milk thistle before I know I’ll be imbibing but that only works to a degree, and my sleep is usually affected. With Cheers I sleep better and more soundly, and wake up feeling like myself, even if I overdid it a bit.",This works.,One person found this helpful,5.0 out of 5 stars
"I read all of the reviews before placing my order and even though the majority were good, I was still a little skeptical. Now that I have tried it myself, I can tell you that it does really work! The first time I used it, I had way overindulged and had only taken 2 pills, so when I woke up the next morning I was definitely still feeling the effects, but not nearly as badly as I should have been for how much I drank. The next time I used it, I had been drinking moderately and took 4 pills when I got home. I woke up feeling AMAZING.I have since ordered my second bottle and hand out samples to friends so that they too can experience this wonderful product!",LOVE THIS STUFF!,no rating,5.0 out of 5 stars
"The biggest improvement I've noticed is in my quality of sleep: I'm a moderate to heavy drinker most nights and I've had a real problem falling asleep and staying asleep and waking up feeling like a normal human being...This stuff has been a tremendous asset in that regard. Look, if you overdo it, you're still going to feel like hell the next morning... But this stuff at least takes the edge off. If you only have two or three drinks, you're not going to feel anything the next morning if you take this.","Better sleep, wake up feeling like a person",no rating,5.0 out of 5 stars
"I bought this for a girls weekend. I thought it was pricey but figured what the heck... seriously, this stuff WORKS! All 7 of us took it and other than being tired and a bit of a headache, we all felt great! I’m usually super pukey and hungover for 2 days and this time I was ready for another day of some hardcore drinking. I highly suggest this stuff!",It WORKS!,no rating,5.0 out of 5 stars
"I didn't realize how BIG of a difference this stuff makes until I didn't have it.Holy cow.Best purchase you will ever make if you enjoy having a couple drinks. Even after only having a couple glasses of wine I take Cheers before bed, so I'm not sluggish at work the next day :)BUY IT. Forreal.",BEST PURCHASE EVER!,One person found this helpful,5.0 out of 5 stars
"It really works....unplanned day of no time for meals; attended a cocktail party later afternoon on empty stomach...strong, varied, mixed drinks.. blah blah blah... ate AFTER drinking too many...shame on me... but this stufff WORKED! I did NOT even follow the directions correctly. Went to bed midnight; awoke 3 am slamming headache; took 3 pills... awoke 8am feeling by well rested and felt energetic all day.",It really works ....,no rating,5.0 out of 5 stars
"THIS STUFF REALLY WORKS!!!!!!I finally used it, most nights I usually forget all about it.  That will not happen again! I used it on a night of heavy drinking and I had absolutely no hang over effects the next morning on only a few hours of sleep even.  This stuff is legit and I definitely recommend it to anyone thinking about trying it out.  I haven't tried anything else on the market, but I can tell you that this one actually works.",THIS STUFF REALLY WORKS!!!!!!!,One person found this helpful,5.0 out of 5 stars
My case is probably not the norm...I only drink one drink a day ..but it is with Rye ...90 proof...and is almost always followed by a headache so I tend to pass ...but since I miss  my daily cocktail...I thought I would give Cheers a chance to work...and they do ...way better than I expected...even tried with wine which is almost certain to give me that headache...worked like a charm..after 2 glasses im impressed ... need to reorder...AND totally love the lemon scented humectant that comes in the jar ...nice touch!!!  CHEERS!!!,Better than I anticipated !!,no rating,5.0 out of 5 stars
I was skeptical and it didn't really work as well as I had hoped the first time I tried it but after a night of very heavy drinking I took this and although it's not a magic cure I do feel 💯 better than I should feel right now.  Take regular precautions and eat food and hydrate a lot and this stuff will help if you plan on drinking and get bad hangovers.,It works.,no rating,5.0 out of 5 stars
"I used this product as directed after a night of drinking, woke up feeling hungover... tried again the following night..felt like a million dollars waking up. I'll have to do one more night to get the decisive review.",Not quite sure?,no rating,4.0 out of 5 stars
"I was iffy on these because they’re so pricey and it sounds like a scam, but they legit help a lot. I don’t even usually take all 3 pills - just 1 or 2 helps considerably.  I’m impressed and I plan on keeping them in stock",Work well,no rating,5.0 out of 5 stars
"As the company states, this product will make you feel 50% better the next day. It is not a miracle cure, you will not feel like a hundred bucks, but I do think it helps me feel better the next day. I take 2-4 depending on how much I have had to drink and I feel better the next morning. I have recommended this product to friends. Again, it is not a miracle cure, but it helps!",It works as promised for me,no rating,5.0 out of 5 stars
"I never write reviews but this stuff is seriously magical. I purchased this for a week long vacation in Mexico and did not have a single hangover after drinking entirely too much tequila every day. It’s a little pricey but totally worth it to be able to bounce back the next day like a 21 year old again. I’ve tried all the tricks- pedialyte, taking aspirin before bed with a large glass of water, drinking water between each drink, taking b12 supplements, etc. and nothing compares to this stuff. I’ll be a lifelong customer!",Literally life changing,no rating,5.0 out of 5 stars
This is my second time ordering these. They work for me and my bestie and we binge drink. This second bottle I sent to her. She’s a bartender and she tends to overindulge occasionally. Great product.,They work!,no rating,5.0 out of 5 stars
"When I first heard of Cheers, I was initially skeptical. I mean is it REALLY possible for these pills to help curb one from having a hangover the next day? ""Um, not sure it's possible, ""is what I thought. Well let me tell you, these work!!! And as someone who gets hangovers pretty easily [in that a couple glasses of wine can sure make me feel lousy the next day], I take 3 of these before bed and I feel AOK the next day!! I make sure now that I have a ready supply handy. And I've even turned my friends on to this. They're now buying it up too!! Cheers to you, Cheers! Thank you.",Over indulge the night before? No prob!!!,no rating,5.0 out of 5 stars
"Absolutely, positively, the BEST hangover cure I have ever taken. With three kids I can not afford to be out of commission for half a day.I have been taking Cheers for about a year now, and a couple weeks ago I accidentally left the bottle at home when I was out of town... Quickly reminded me that I will NOT drink without taking Cheers before I go to bed.Highly recommend! GAME CHANGER!!",Game changer!,One person found this helpful,5.0 out of 5 stars
"DO NOT BUY. This is typical snake oil. I really had high hopes for this product but I just woke up after a night at home, having a few beers and I have never, ever had such a bad headache in my life (drinking or or not). I honestly feel horrendous. It’s no wonder they didn’t get a deal on Shark Tank.",DO NOT BUY,no rating,1.0 out of 5 stars
"I am 32 years old. I was a heavy social drinker in my 20’s. No hangovers!! Now, if I go to bed with at least 4+ drinks in me im hung over the next day. I wake up multiple times having hot flashes and nausea. Soooo to the point! Does Cheers work? It’s pricey and I’m on my 4th bottle. So I say ABSOLUTE! I sleep great and no hangover! Do I feel100%? Most of the time I do but there has been once or twice I had not eaten or drank water after the night out. The pill works if you do your part! Drink their drink or plenty of water! Cheers!!",It works! Cheers!!,no rating,5.0 out of 5 stars
"This stuff is a life saver. I used to get hungover if I had more than one drink. Now I can have fun without being so uptight and cautious. I gave some to a friend one night, and she was hooked. Ordered some herself and told all the rest of our friends. I’m now on auto ship for the 3 pack - use it twice a week at least.",Completely worth the money,no rating,5.0 out of 5 stars
"When you live in wine country, drinking a few glasses of wine a week is not uncommon. But this is great for those nights when you have 2-3 glasses at once (it happens to the best of us). I really appreciate that this is for responsible drinkers who plan to do things the next day. It helped greatly with reduction of headache, nausea, and feeling generally poor when taken the night after drinking. I was able to get up and function like normal without wasting half the day in bed with a headache/feeling poorly.It really does work well when taken correctly and also reminds you to drink water before going to bed. If you're a responsible human that wants to indulge every now and then, this is the product for you!Thanks for making a great product that works well and keeps people healthy and productive!",Great for when you need to be up an at 'em the next day,no rating,5.0 out of 5 stars
"This product is a game changer. Reduces hang overs almost completely, of course depends on if your drinking like a fish but even then you wake up functioning.Important to note. You need to take it after your last drink of the night.",most effective hang over cure,One person found this helpful,5.0 out of 5 stars
"Wow, these pills really work. I've been told about some nights which I don't remember very clearly and later wondered why I woke up with no hangover. Then checked the Cheers bottle and realized I took these pills after drinking. Seriously.....they work!",Hangover killer!!!!!!,no rating,5.0 out of 5 stars
This product is great! We’re on vacation and have been taking them at night when we feel like we may need a pick me up he next morning :) I took off one star because the instructions state to take three pills - I wish they were made a bit different so you only had to take one!  Overall they’re great!,Works well!!!,no rating,4.0 out of 5 stars
"These pills are a lifesaver if you’re a bit of a party animal. Hangovers suck, especially the “hangxiety” that happens to a lot of us the day after drinking. These help a lot with that— I am noticeably less anxious the next day, and feel better than I would had I not taken them the night before. I take them around when I start drinking, or put them on my bedstand (since it can be hard to remember to take them right before bed!). Give these a try! You won’t be disappointed.",Hangxiety no more,no rating,5.0 out of 5 stars
"This product works! Of course your going to still feel like you drank, but minus the headache, nausea, and sensitivity to light. You feel way better than if you were to take nothing. Just got back from a 3 day tripIn Vegas, and let’s just say cheers did it’s job!",It works,no rating,5.0 out of 5 stars
Amazing. I have gone from all-day nausea and headache hangovers even from just a few beers or a glass of wine to minimal symptoms!! I was ready for brunch with my grandma after living it up at my cousin’s wedding after taking 3 of these little guys after the festivities and she couldn’t believe how good I felt! I am in the medical field so I was skeptical but the results speak for themselves. The packaging also provides some great information about the science behind the product! Well worth the purchase.,It works!,One person found this helpful,5.0 out of 5 stars
"When I first saw this product advertised, I was hesitant BUT the mention of relief from ""hangover anxiety"" really intrigued me.  I didn't know this was a ""thing"", but I have it- I lie awake after an evening out reliving the evening, unable to relax, with my mind spinning.  Thus no sleep, exhausted the next morning and feeling awful!.  I've now used this 2 different times and was able to fall sleep peacefully, stay asleep, and I awoke feeling fine- no headache, no grogginess, no nausea.  Absolutely amazing!!!!!",IT REALLY WORKED,no rating,5.0 out of 5 stars
"If you like to enjoy a few drinks (or say a few more on an all inclusive vacay) without paying dearly for it the next day, I highly recommend this product.  It really does exactly what they claim - I slept better and woke up feeling ready to take on the next day.  The are great ingredients to replenish what a little imbibing depletes!",This stuff is AMAZING!,no rating,5.0 out of 5 stars
"I love cheers! As a fan of shark tank, when I saw this I wanted it! Didn’t disappoint. The packaging is amazing, the taste is minty! I started taking them over Labor Day weekend and I did notice a difference the morning after. It’s not a miracle pill but, it does take the edge off if you overindulge!",Will purchase again!,no rating,5.0 out of 5 stars
"I have used thrive in two different occasions and both times they did not work. The first time I drank moderately and even drinking moderately in your 30’s will still give you a hangover,  took the pills hoping for reduced hangover effects and nope woke up with one. 2nd was like night had a good night took the pills and woke up with the worst worst hangover ever feeling 100% of the hangover. I would not buy this product for me it hasn’t not worked",Thrive does not work,3 people found this helpful,2.0 out of 5 stars
"Since my late 30's, my hangovers have been steadily becoming more excruciating, so for a last year I've been taking anti-hangover meds. I believe this product shortened my hangover but didn't necessarily make it less uncomfortable.  Good but not great..",Expected better results,2 people found this helpful,3.0 out of 5 stars
"Omg I could not be happier with this product! My only complaint is that it wasn’t available when I was 21. I have near debilitating hangovers, even if I only have a few drinks. I can barely be tipsy and then the next day wake up in agony throwing up and a terrible headache! The pills smell like toothpaste and I love it, so minty fresh! Now I can be completely sloppy drunk and take these pills and ZERO hangover. I wake up feeling completely normal, it’s amazing! Just drink plenty of water and you will not regret it.",Most amazing product ever!,no rating,5.0 out of 5 stars
"With all the vitamin B added to alcohols ability to thin the blood, you will be ""cracked out"" while trying to rest off any hangover. Other ingredients offer no real hangover help, for the price of this I would take charcoal pills and ibuprofen for a much better price and real result...",it will keep you up all night,no rating,2.0 out of 5 stars
"I plan on keeping a steady supply of these at my house. They really do work on hangovers. Everybody that I gave them to work up handover free too so it wasnt just me. Even if they dont completely get rid of the hangover, use it with the hydrating powder and its a win!",These pills really work!,no rating,5.0 out of 5 stars
"This made me feel sooo weird! I would’ve preferred a hangover. Also, you’re supposed to take three supplements and there aren’t very many in the jar. So I feel like you would run out after drinking a few times.",Don’t waste your money,no rating,1.0 out of 5 stars
